sale_id,date,customer_id,product_id,quantity,first_name,last_name,email,country,gender,age,product_name,category,unit_price,supplier,total_price
19078,2025-10-05,4145,412,4,Carlos,Price,trandouglas@larsen.net,Kenya,Female,29,Lamp 412,LED Strip,81.22,Mcbride Ltd,324.88
19838,2025-10-21,3203,412,3,Joseph,Chase,rebeccamccormick@anderson.com,Qatar,Female,48,Lamp 412,LED Strip,81.22,Mcbride Ltd,243.66
84,2025-03-01,558,315,4,Tonya,Ruiz,elizabethmendoza@garcia.net,Grenada,Female,42,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
440,2025-04-06,640,315,3,Joshua,Schmitt,brittney11@miller.com,Heard Island and McDonald Islands,Female,21,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
775,2025-08-26,1096,315,4,Joanne,Robinson,jamesjohnson@pacheco.com,Croatia,Female,24,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
1118,2024-11-26,3640,315,3,Miranda,Mayo,elizabeth17@harris-jennings.com,Saint Pierre and Miquelon,Male,38,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
1395,2025-05-27,4703,315,2,Stacy,Marsh,jamescampbell@allen.net,India,Female,34,Desk Lamp 315,Night Light,44.11,Wilson and Sons,88.22
1418,2025-10-28,4674,315,4,James,Cole,bowmansamuel@fernandez-robertson.com,Australia,Female,31,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
1925,2025-08-18,3399,315,3,James,Smith,preynolds@hotmail.com,Haiti,Female,33,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
1975,2024-11-10,2074,315,4,Nathan,Cline,stevenrichards@contreras.com,Slovakia (Slovak Republic),Female,43,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
2714,2025-03-14,834,315,4,Stephen,Lucas,morrisonaaron@robinson.com,Marshall Islands,Female,22,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
3092,2025-06-06,521,315,3,Zoe,Cruz,georgestephen@yahoo.com,Myanmar,Female,39,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
3748,2025-08-06,4125,315,3,Daniel,Evans,randyschroeder@webb-alexander.com,Nicaragua,Female,27,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
4035,2025-07-24,4680,315,4,Marcus,Myers,hbaker@gmail.com,Switzerland,Female,55,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
4255,2025-02-10,1660,315,4,William,Mitchell,bvasquez@yahoo.com,Fiji,Female,27,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
4528,2025-08-20,2269,315,2,Terri,Cunningham,mariomiller@winters.com,Barbados,Male,65,Desk Lamp 315,Night Light,44.11,Wilson and Sons,88.22
4883,2025-10-25,4643,315,2,Alexander,Tucker,jessica14@yahoo.com,Reunion,Male,56,Desk Lamp 315,Night Light,44.11,Wilson and Sons,88.22
5062,2025-03-21,2825,315,4,Donald,Harvey,jennifercordova@hotmail.com,Svalbard & Jan Mayen Islands,Female,69,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
5873,2025-02-10,4909,315,4,Michael,Stafford,dcooper@mcdowell.net,Romania,Female,45,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
8603,2025-01-06,2766,315,3,Jennifer,Jackson,doris79@yahoo.com,Slovakia (Slovak Republic),Female,59,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
9135,2025-01-24,3948,315,4,Jennifer,Robinson,jessicascott@gmail.com,Liberia,Male,60,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
9628,2025-03-27,4610,315,2,Benjamin,Edwards,ericramos@hotmail.com,Niger,Male,40,Desk Lamp 315,Night Light,44.11,Wilson and Sons,88.22
10451,2025-07-12,2239,315,3,Christopher,Smith,hjacobs@castro.com,Tonga,Female,35,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
11118,2025-09-06,3922,315,1,Glenn,Rogers,erika99@hotmail.com,Northern Mariana Islands,Male,25,Desk Lamp 315,Night Light,44.11,Wilson and Sons,44.11
12313,2025-04-02,3655,315,1,Andrea,Jones,achan@olson-nelson.com,Anguilla,Female,18,Desk Lamp 315,Night Light,44.11,Wilson and Sons,44.11
12902,2025-02-14,3710,315,3,Wendy,Dunn,kathleen74@hill.net,Seychelles,Male,18,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
12950,2025-06-22,2328,315,3,Karen,Bauer,carmen41@gmail.com,France,Male,68,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
13143,2025-05-22,474,315,2,Jamie,Mack,tammyharrington@maddox.com,Reunion,Female,45,Desk Lamp 315,Night Light,44.11,Wilson and Sons,88.22
13592,2024-12-17,4119,315,3,Catherine,Sutton,emily73@yahoo.com,Isle of Man,Female,43,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
14935,2025-01-20,2217,315,4,Jennifer,Alvarez,deborah16@yahoo.com,Colombia,Female,27,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
15148,2025-10-23,1346,315,4,Micheal,Moore,jasminbrown@mayer-adkins.net,Heard Island and McDonald Islands,Male,40,Desk Lamp 315,Night Light,44.11,Wilson and Sons,176.44
15658,2025-08-07,4942,315,1,Thomas,Russell,alexis80@gmail.com,Samoa,Male,18,Desk Lamp 315,Night Light,44.11,Wilson and Sons,44.11
15729,2025-07-19,3865,315,1,Olivia,Barnes,shannoncheryl@hotmail.com,Denmark,Female,41,Desk Lamp 315,Night Light,44.11,Wilson and Sons,44.11
15759,2025-02-27,2804,315,3,Eric,Benson,randerson@gmail.com,Palestinian Territory,Female,40,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
16800,2025-06-06,1848,315,3,James,Johnson,andreawalker@smith.com,Spain,Female,36,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
17391,2025-05-11,454,315,3,Jonathon,Hill,shunter@gmail.com,Tokelau,Female,30,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
19496,2025-05-09,4258,315,3,Ann,Haney,rford@frazier-jimenez.com,Algeria,Female,24,Desk Lamp 315,Night Light,44.11,Wilson and Sons,132.32999999999998
85,2024-11-16,3302,374,2,James,Johnson,paulapruitt@hotmail.com,Cook Islands,Female,69,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
501,2024-12-21,2422,374,4,Donald,Hanson,jessica23@hotmail.com,Gibraltar,Male,68,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
1046,2025-09-30,2393,374,1,Allison,Willis,heather59@lucero.com,Switzerland,Female,69,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
1104,2024-12-27,2373,374,1,Jack,Walsh,kimberlyhudson@gmail.com,Morocco,Female,33,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
1341,2025-06-03,3408,374,1,Emily,Zimmerman,ladams@myers-contreras.net,Saint Helena,Female,27,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
1437,2024-10-30,783,374,1,Jennifer,Haley,buckjason@osborn.org,Bahrain,Female,31,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
2298,2025-04-18,762,374,2,Colleen,Gilmore,kristin09@hotmail.com,Poland,Female,65,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
2328,2025-01-17,3860,374,1,Meagan,Leon,jane53@hayes-sawyer.info,Oman,Male,28,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
2509,2025-06-05,4628,374,1,Caitlin,Rodriguez,millernicole@gmail.com,Malta,Female,66,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
3233,2025-08-24,1034,374,1,Anthony,Guerra,brianrice@moss.com,Israel,Female,27,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
3705,2024-11-20,338,374,3,Lisa,Curry,xmullins@gmail.com,Cayman Islands,Male,47,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
4144,2025-02-10,2614,374,1,Kevin,Ferguson,mwilliams@macdonald.com,Martinique,Female,57,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
4367,2025-07-21,2232,374,3,Michael,Gomez,wongmckenzie@yahoo.com,Ethiopia,Male,61,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
4969,2025-09-24,783,374,1,Jennifer,Haley,buckjason@osborn.org,Bahrain,Female,31,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
5354,2025-09-14,233,374,1,Brooke,Price,pauljessica@gmail.com,United Kingdom,Female,37,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
5454,2025-07-23,4806,374,3,Jessica,Smith,jessicamcdonald@meadows.info,Japan,Male,29,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
5643,2025-06-22,1721,374,4,Hailey,Evans,campbellkimberly@good.org,Greenland,Female,37,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
5775,2025-01-17,3386,374,3,Joseph,Lawson,jamesbauer@hotmail.com,Paraguay,Female,53,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
6297,2025-01-12,1281,374,3,Cameron,Davies,josephclark@gmail.com,El Salvador,Female,23,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
6331,2025-08-20,3139,374,3,Julie,Finley,paulawall@gmail.com,Gambia,Male,54,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
6407,2025-06-16,2055,374,4,Yvonne,Lewis,millermichele@mccall.biz,Saint Barthelemy,Male,22,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
6747,2025-01-07,738,374,4,Christopher,Warner,mary62@hotmail.com,Seychelles,Male,19,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
7012,2025-06-20,2619,374,4,Brian,Kline,joseph03@hotmail.com,Mozambique,Male,31,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
7347,2025-01-06,4584,374,4,Charlene,Brown,ericksontonya@key.com,Burundi,Female,62,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
7661,2025-07-03,4650,374,2,Wayne,Vincent,gjenkins@hotmail.com,Saint Barthelemy,Female,51,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
8343,2025-02-25,4614,374,4,Brandi,Thomas,williamcastillo@yahoo.com,Cocos (Keeling) Islands,Male,49,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
8899,2025-08-30,1731,374,3,Cristina,Burgess,karen00@yahoo.com,Turks and Caicos Islands,Female,55,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
10015,2025-04-25,1328,374,2,Francis,Greer,stevencortez@gmail.com,Serbia,Male,62,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
10056,2025-10-18,1751,374,1,Mark,Turner,beanjacob@hughes.org,Netherlands Antilles,Female,43,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
12762,2024-10-31,4995,374,3,Justin,Gross,torresadam@smith.net,Slovenia,Male,64,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",36.3
12921,2025-10-11,1084,374,4,Shawn,Singleton,christopher96@graham.com,Tajikistan,Female,18,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
13064,2024-11-10,850,374,2,Katherine,Bryant,mark21@shelton-keller.com,Cuba,Female,22,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
13302,2025-05-12,490,374,2,Carrie,Graves,warebrian@hotmail.com,Korea,Male,55,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
14185,2025-07-17,2039,374,4,Joseph,Guzman,rebecca02@peters.com,Hong Kong,Female,35,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
14773,2025-06-01,804,374,4,Yolanda,Everett,justin20@cowan.com,British Virgin Islands,Male,29,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
14880,2025-03-05,2339,374,1,Kelsey,Abbott,barneskevin@yahoo.com,Brunei Darussalam,Female,59,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
15534,2025-07-12,3488,374,2,Paul,Johnson,danielle82@yates.com,French Southern Territories,Male,69,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
16035,2025-10-02,1747,374,1,Jill,Ward,mhernandez@gmail.com,Fiji,Female,54,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
16183,2025-03-27,2987,374,1,John,Pena,bhall@yahoo.com,Macao,Female,22,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
16263,2025-01-09,4897,374,2,Brittany,Moore,hfarmer@davis.info,Georgia,Male,41,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
17747,2025-03-24,1512,374,2,Cassie,Roberts,priceamber@hotmail.com,Lesotho,Male,68,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",24.2
18036,2025-10-18,675,374,1,Christine,Thomas,hubbardkeith@hotmail.com,Myanmar,Female,37,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
18397,2025-03-28,1587,374,4,Marcus,Brown,floresjohn@yahoo.com,Italy,Male,37,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
18732,2025-07-16,1961,374,1,Jeffrey,Campbell,smartinez@gmail.com,Guernsey,Female,44,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
19643,2025-09-29,2420,374,1,Angela,Walker,deniseclark@hotmail.com,Bosnia and Herzegovina,Female,26,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",12.1
19736,2025-08-18,4347,374,4,Scott,Lee,cochranlucas@hotmail.com,Ghana,Male,51,Lamp 374,Lamp,12.1,"Garcia, Perry and Murphy",48.4
86,2025-08-25,942,437,2,Timothy,Miller,thomastimothy@henderson.org,Svalbard & Jan Mayen Islands,Male,27,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
374,2024-12-21,4383,437,2,Robert,Burgess,bushtodd@hotmail.com,Antigua and Barbuda,Male,56,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
579,2025-03-24,905,437,2,Joshua,Davidson,jtaylor@hotmail.com,Algeria,Male,56,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
801,2025-04-21,4100,437,1,Barry,Tucker,scottbailey@yahoo.com,Cote d'Ivoire,Female,46,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
1256,2024-11-25,902,437,2,Kenneth,Griffin,stonerobert@moore-robbins.info,Marshall Islands,Female,39,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
1493,2025-09-26,3040,437,2,Kelly,Rivera,christineandrade@harris.com,Croatia,Male,18,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
1969,2025-06-12,844,437,3,Melissa,Green,charlesgregory@ferrell.org,Botswana,Male,50,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
2124,2025-07-22,3467,437,3,Samantha,Palmer,rayphilip@gmail.com,Haiti,Male,67,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
2227,2025-10-10,3912,437,1,Shawn,Jones,pedroalvarado@yahoo.com,United Kingdom,Female,34,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
3133,2025-08-12,405,437,4,Laura,Blanchard,thomasdale@gmail.com,Honduras,Female,27,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
4078,2025-08-17,3518,437,3,Aaron,Martin,emorgan@robertson-whitehead.com,Montserrat,Male,32,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
4116,2025-07-10,1638,437,1,Anna,Tapia,rachelbailey@wright.com,Mayotte,Male,67,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
4932,2025-10-06,4794,437,3,Derek,Stevenson,shaun92@martin.com,India,Male,60,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
5221,2024-12-20,4508,437,3,Amber,Lane,xbrown@hotmail.com,Turkey,Female,61,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
5620,2025-08-17,3098,437,3,Wendy,Keller,jdawson@morrow.com,Albania,Male,42,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
7057,2025-07-28,3626,437,2,Dustin,Eaton,whitejames@gmail.com,British Indian Ocean Territory (Chagos Archipelago),Female,35,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
7640,2025-01-21,1292,437,1,Michael,Clark,adiaz@yahoo.com,Peru,Male,19,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
8692,2025-04-09,1402,437,4,Brandon,Baldwin,kyle14@gibson-adams.com,American Samoa,Male,39,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
9072,2025-01-28,3685,437,4,Eric,Zimmerman,amanda74@hotmail.com,Central African Republic,Female,63,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
9745,2025-05-27,4604,437,3,Hannah,Gordon,annabullock@haney.biz,Angola,Female,35,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
10612,2025-02-02,3220,437,1,Michael,Smith,leslielee@hotmail.com,Martinique,Female,67,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
10965,2025-08-01,1540,437,3,Evelyn,Brown,sdonovan@yahoo.com,San Marino,Male,36,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
11055,2025-01-16,4227,437,2,David,Gibson,jillmartinez@reynolds.info,Mongolia,Male,45,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
11082,2025-02-24,58,437,2,Jessica,Gomez,williamchapman@gmail.com,Mauritania,Male,18,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
11391,2025-04-13,4558,437,1,John,Johnson,ggarcia@yahoo.com,Azerbaijan,Female,40,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
12447,2025-08-09,2662,437,4,Carl,Kent,william91@yahoo.com,Cyprus,Female,23,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
13502,2025-02-13,3244,437,3,Kathy,Blevins,michael77@parsons-pitts.com,Cote d'Ivoire,Female,42,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
15007,2025-05-25,3975,437,4,George,Johnson,nathaniellawson@watkins.com,Bolivia,Female,61,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
15834,2025-09-19,2185,437,1,Paul,James,billy96@hotmail.com,Saint Helena,Male,21,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
16219,2024-10-29,328,437,2,Sarah,Harrison,christopher17@gmail.com,Svalbard & Jan Mayen Islands,Male,45,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
16316,2025-10-02,3867,437,4,Charles,Ferguson,smitchell@yahoo.com,Tunisia,Female,62,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
16576,2025-08-31,4081,437,4,Patrick,Moore,ewilliams@gmail.com,Saint Kitts and Nevis,Male,34,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
16642,2025-02-06,2569,437,4,Albert,Hernandez,lindamiller@gmail.com,Namibia,Female,31,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
17327,2025-06-03,4473,437,2,Katherine,Williams,darleneroberts@newton-clarke.com,Canada,Male,27,Lamp 437,Night Light,91.98,Diaz and Sons,183.96
17622,2024-11-07,3728,437,1,Lynn,Reyes,sanchezlauren@scott.com,Mexico,Female,24,Lamp 437,Night Light,91.98,Diaz and Sons,91.98
18181,2025-10-14,1227,437,3,Karen,Jensen,carlholland@hotmail.com,Turks and Caicos Islands,Male,24,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
18193,2025-01-18,621,437,3,John,Clements,westmatthew@hotmail.com,Bulgaria,Female,21,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
18637,2025-06-14,1884,437,3,Jade,Oconnor,daniel24@yahoo.com,Sierra Leone,Male,68,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
19047,2025-07-22,2923,437,4,Jeffery,Dorsey,derrick47@yahoo.com,Nigeria,Male,35,Lamp 437,Night Light,91.98,Diaz and Sons,367.92
19821,2025-01-09,934,437,3,David,Lara,carterjames@rogers-herrera.com,Germany,Male,53,Lamp 437,Night Light,91.98,Diaz and Sons,275.94
88,2025-03-29,2297,455,1,Lori,Blake,djuarez@gmail.com,Pitcairn Islands,Male,64,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
724,2024-12-25,2504,455,1,Barbara,Adams,kristin15@hotmail.com,Isle of Man,Female,28,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
1383,2025-05-31,494,455,4,Anthony,Case,amydavis@gmail.com,Tanzania,Female,21,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
2528,2025-06-11,4787,455,1,Dillon,Davis,xjohnson@griffith.biz,Gibraltar,Female,19,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
4380,2025-03-07,3100,455,2,Mary,Graham,wallacesteven@martinez.org,Botswana,Male,35,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
4702,2025-05-14,3261,455,3,Jessica,Johnson,jeremy49@crawford.com,Eritrea,Female,59,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
4713,2025-10-04,2858,455,2,Austin,Smith,brandon11@melendez.com,Brazil,Male,21,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
5192,2025-07-28,2992,455,2,Paul,Gonzalez,vstephenson@gmail.com,Iran,Female,32,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
6350,2025-02-11,283,455,1,Cynthia,May,marshmichael@hicks-duffy.com,Ethiopia,Female,23,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
6946,2025-03-08,2783,455,4,Jose,Ellis,vmercer@yahoo.com,Panama,Male,29,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
7228,2025-03-09,1909,455,3,Bryan,Ellis,lorraine94@yahoo.com,Iraq,Female,28,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
7543,2025-05-25,4226,455,3,Hector,Walker,elizabeth41@campbell.com,United States Virgin Islands,Female,61,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
8052,2025-01-11,4981,455,2,Heather,Ross,ballardkara@gmail.com,Comoros,Female,62,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
8419,2024-12-19,2624,455,2,Victor,Barker,dcarlson@gmail.com,Cook Islands,Female,62,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
9127,2025-08-08,3207,455,1,Katrina,Carpenter,briannguyen@golden.com,Bahamas,Male,65,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
9603,2024-12-22,3027,455,4,James,Frederick,evansrebecca@phillips-phillips.com,Albania,Male,31,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
10237,2025-08-05,1944,455,4,Tiffany,Griffin,gregorydavis@watson.com,Vietnam,Female,63,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
10573,2024-12-12,761,455,2,Katherine,Miller,weberbrian@allen.org,Austria,Female,29,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
10642,2025-10-17,1798,455,1,Brenda,Henderson,daviserin@cochran.com,Kyrgyz Republic,Female,67,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
10755,2025-06-28,4693,455,3,Scott,Montes,bradleyedward@thompson-harris.com,San Marino,Male,59,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
10812,2025-08-12,185,455,3,Richard,Garcia,brooksthomas@hill-barker.com,Romania,Male,45,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
11491,2025-06-13,350,455,3,Ricardo,Wagner,hlopez@ross.biz,Ghana,Male,29,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
11548,2025-02-14,1681,455,1,William,Hamilton,armstrongjeremy@gonzalez.com,Barbados,Female,45,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
12584,2025-10-05,3140,455,4,Samantha,Ray,jacobpotter@gmail.com,Singapore,Male,43,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
12645,2025-01-10,1633,455,3,Jessica,Moses,cindy95@gmail.com,Qatar,Female,67,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
12759,2025-01-06,682,455,1,Eric,Cantrell,cherryjulie@hotmail.com,Mozambique,Male,29,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
12927,2025-09-17,4890,455,1,Kimberly,Nguyen,aprilwest@byrd.biz,Belize,Male,58,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
13293,2025-05-22,749,455,2,Shawn,Schultz,anthony00@hotmail.com,Mauritania,Male,51,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
13795,2024-11-05,4587,455,3,Katie,Jones,arroyoangela@yahoo.com,Tajikistan,Male,42,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
13799,2025-09-03,261,455,3,Nicole,Long,hannah21@hotmail.com,Spain,Male,19,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
16246,2025-05-03,1389,455,4,Dominic,Gonzales,kevinjohnson@gmail.com,Guinea,Male,20,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
16305,2025-05-03,1653,455,4,Kathryn,Thompson,donnasuarez@stewart-taylor.com,Bulgaria,Female,40,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
16462,2025-08-09,1196,455,4,Laurie,Cooper,fergusongina@simpson.com,Senegal,Male,25,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
17437,2025-05-17,1660,455,1,William,Mitchell,bvasquez@yahoo.com,Fiji,Female,27,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
17494,2025-06-16,1286,455,2,Diane,Richard,victoriaturner@yahoo.com,Brunei Darussalam,Female,32,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
17938,2024-12-05,3584,455,1,Patrick,Jensen,andersonjason@hotmail.com,Timor-Leste,Female,24,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
18226,2025-10-06,2573,455,3,Robert,Wells,sandra18@gmail.com,Oman,Male,29,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,446.66999999999996
18246,2025-03-12,986,455,2,Julia,Oneill,chapmanjerome@gmail.com,Hungary,Female,64,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
18329,2025-01-27,1342,455,1,Kyle,Castro,laurarodriguez@hotmail.com,Pitcairn Islands,Female,23,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,148.89
18635,2025-04-19,1153,455,2,Emily,Hester,martin40@davis.info,Sao Tome and Principe,Female,40,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,297.78
19894,2025-01-30,3662,455,4,Rhonda,Anderson,castroanita@hawkins.com,Netherlands Antilles,Female,39,Lamp 455,Moon Lamp,148.89,Camacho-Jackson,595.56
90,2025-09-28,1611,387,4,Darlene,Willis,vcole@yahoo.com,Tonga,Male,54,Moon Lamp 387,Lamp,67.44,Williams-Diaz,269.76
163,2025-08-10,1389,387,1,Dominic,Gonzales,kevinjohnson@gmail.com,Guinea,Male,20,Moon Lamp 387,Lamp,67.44,Williams-Diaz,67.44
994,2025-06-29,4319,387,1,Kyle,Snyder,jacobyoung@hampton.com,Saint Kitts and Nevis,Female,55,Moon Lamp 387,Lamp,67.44,Williams-Diaz,67.44
